"","id","nat","age","gender","edu","tuk","tus","fampart","famgt","tg","group","period","pdmv1","pdmv2","pdt1","pdt2","role2","ugmv2","payoff2","ugt2","role1","ugmv1","payoff1","ugt1","ugcc2","ugcc1"
"184",308780,"1",20,1,3,0.333333333333333,20,4,3,0,18,4,1,1,4142,3276,0,40,60,4361,0,"50",50,4488,0.8,1
"185",308780,"1",20,1,3,0.333333333333333,20,4,3,0,18,5,1,0,3507,19451,0,30,0,3599,0,"50",50,4293,0.6,1
"186",308859,"1",20,0,3,0.25,20,3,2,0,19,3,0,0,8170,1484,0,34,0,3835,1,"REJECT",0,15690,0.68,0
"187",308859,"1",20,0,3,0.25,20,3,2,0,19,5,0,0,3965,5990,0,42,58,4783,1,"ACCEPT",35,10310,0.84,1
"188",308859,"1",20,0,3,0.25,20,3,2,0,19,2,0,0,18459,1930,0,10,0,5162,1,"ACCEPT",36,27706,0.2,1
"189",308859,"1",20,0,3,0.25,20,3,2,0,19,4,0,0,5061,2316,0,45,55,3895,1,"ACCEPT",25,7858,0.9,1
"190",308859,"1",20,0,3,0.25,20,3,2,0,19,1,0,0,39455,7804,0,44,56,13151,1,"ACCEPT",40,15981,0.88,1
"191",308947,"1",20,0,3,0.333333333333333,20,3,3,0,20,2,1,0,3044,37282,0,0,0,12028,0,"50",50,4794,0,1
"192",308947,"1",20,0,3,0.333333333333333,20,3,3,0,20,3,1,0,1931,2632,0,0,0,6293,0,"50",50,4300,0,1
"193",308947,"1",20,0,3,0.333333333333333,20,3,3,0,20,4,1,0,4042,1454,0,0,0,18118,0,"50",50,5247,0,1
"194",308947,"1",20,0,3,0.333333333333333,20,3,3,0,20,5,1,0,2117,1299,0,0,0,5381,0,"50",50,4892,0,1
"195",308947,"1",20,0,3,0.333333333333333,20,3,3,0,20,1,1,0,158837,15003,0,50,50,26541,0,"50",50,23893,1,1
"196",308956,"1",20,1,3,0.288461538461538,19,3,4,0,20,1,1,0,159500,60891,0,50,50,25702,1,"ACCEPT",50,26358,1,1
"197",308956,"1",20,1,3,0.288461538461538,19,3,4,0,20,5,1,0,2836,1335,0,25,0,6826,1,"ACCEPT",50,7251,0.5,1
"198",308956,"1",20,1,3,0.288461538461538,19,3,4,0,20,4,1,0,3403,4723,0,0,0,7612,1,"ACCEPT",50,7688,0,1
"199",308956,"1",20,1,3,0.288461538461538,19,3,4,0,20,2,1,0,11850,8554,0,45,55,10551,1,"ACCEPT",50,8015,0.9,1
"200",308956,"1",20,1,3,0.288461538461538,19,3,4,0,20,3,1,0,2042,2247,0,40,60,18412,1,"ACCEPT",50,7944,0.8,1
